company,level,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,tag,basesalary,stockgrantvalue,bonus,gender,cityid,Educ,Race,Education,Company,Gender
Amazon,L6,Software Engineer,391000,"Seattle, WA",20,0,Full Stack,160000,130000,101000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,SDE Newgrad,Software Engineer,146000,"Seattle, WA",0,0,Networking,108000,18000,20000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L6,Software Engineer,3.00E+05,"Seattle, WA",7,7,Data,160000,140000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,SDE I,Software Engineer,159000,"Nashville, TN",0,0,Full Stack,125000,20000,14000,Male,10919,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,164000,"Boston, MA",2,0,ML / AI,116000,21000,27000,Male,8816,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,195000,"Seattle, WA",6,0,Mobile (iOS + Android),147000,26000,22000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,SDE II,Software Engineer,220000,"Austin, TX",15,4,Distributed Systems (Back-End),150000,70000,0,Male,10965,1,White,Master's Degree,1,1
Amazon,L5,Software Engineer,240000,"Seattle, WA",8,3,Full Stack,144000,78000,18000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,170000,"Seattle, WA",3,0,API Development (Back-End),135000,20000,15000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,265000,"New York, NY",5,0,Full Stack,175000,50000,40000,Male,10182,0,Asian,Bachelor's Degree,1,1
Amazon,L3,Software Engineer,190000,"New York, NY",3,0,Full Stack,135000,30000,22000,Male,10182,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,240000,"Herndon, VA",2,0,API Development (Back-End),150000,49000,41000,Male,11385,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,177000,"Seattle, WA",3,0,Distributed Systems (Back-End),145000,21000,11000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,173000,"Austin, TX",0,0,Distributed Systems (Back-End),118000,30000,25000,Male,10965,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,210000,"Seattle, WA",5,0,Web Development (Front-End),140000,6000,64000,Female,11527,0,Hispanic,Bachelor's Degree,1,0
Amazon,L6,Software Engineer,359000,"Seattle, WA",18,7,Distributed Systems (Back-End),159000,2.00E+05,0,Male,11527,1,White,Master's Degree,1,1
Amazon,L5,Software Engineer,255000,"Seattle, WA",3,0,Web Development (Front-End),160000,50000,45000,Male,11527,1,Hispanic,Master's Degree,1,1
Amazon,L4,Software Engineer,166000,"New York, NY",0,0,API Development (Back-End),128000,24000,14000,Female,10182,0,Asian,Bachelor's Degree,1,0
Amazon,L4,Software Engineer,144000,"Seattle, WA",0,0,Full Stack,112000,20000,12000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,246000,"Seattle, WA",2,0,Distributed Systems (Back-End),155000,49000,43000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,SDE II,Software Engineer,240000,"Arlington, VA",8,0,Mobile (iOS + Android),155000,45000,40000,Male,11342,1,White,Master's Degree,1,1
Amazon,L4,Software Engineer,168000,"New York, NY",0,0,API Development (Back-End),128000,24000,16000,Male,10182,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,226000,"Seattle, WA",8,0,Data,150000,30000,46000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,198000,"Seattle, WA",3,3,Distributed Systems (Back-End),144000,54000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,SDE I,Software Engineer,150000,"Athens, GA",0,0,Networking,116000,22000,12000,Male,7838,0,White,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,150000,"Seattle, WA",0,0,API Development (Back-End),116000,22000,13000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,168000,"Seattle, WA",3,1,API Development (Back-End),135000,25000,12000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,181000,"Seattle, WA",2,0,Distributed Systems (Back-End),135000,22000,19000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,223000,"Seattle, WA",8,0,Full Stack,150000,43000,30000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,181000,"Philadelphia, PA",5,2,Data,150000,20000,11000,Male,10646,0,Black,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,167000,"Seattle, WA",3,2,Web Development (Front-End),120000,32000,15000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,173000,"Seattle, WA",2,2,Distributed Systems (Back-End),144000,18000,11000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,220000,"Seattle, WA",12,7,Distributed Systems (Back-End),140000,80000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,144000,"Seattle, WA",0,0,Full Stack,112000,20000,12000,Male,11527,0,Two Or More,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,170000,"Seattle, WA",15,2,Full Stack,130000,26000,14000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,193000,"Boston, MA",0,0,ML / AI,145000,25000,23000,Male,8816,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,161000,"Seattle, WA",2,2,Distributed Systems (Back-End),110000,35000,16000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,160000,"Seattle, WA",3,0,Web Development (Front-End),130000,0,30000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,153000,"Seattle, WA",2,0,Full Stack,116000,22000,15000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,l4,Software Engineer,152000,"Seattle, WA",2,0,Full Stack,116000,22000,15000,Male,11527,0,Hispanic,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,220000,"Seattle, WA",6,6,Production,140000,80000,0,Female,11527,0,Asian,Bachelor's Degree,1,0
Amazon,L5,Software Engineer,238000,"Seattle, WA",3,0,Web Development (Front-End),160000,44000,34000,Male,11527,0,Black,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,233000,"New York, NY",5,0,Web Development (Front-End),160000,45000,28000,Male,10182,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,187000,"Seattle, WA",8,4,API Development (Back-End),144000,43000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,165000,"Seattle, WA",3,0,Full Stack,116000,22000,27000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,282000,"Seattle, WA",8,5,Full Stack,147000,135000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,165000,"New York, NY",0,0,Full Stack,128000,24000,14000,Female,10182,0,Asian,Bachelor's Degree,1,0
Amazon,L3,Software Engineer,169000,"Portland, OR",2,0,Data,139000,20000,12000,Male,10522,1,Asian,Master's Degree,1,1
Amazon,L6,Software Engineer,260000,"Santa Monica, CA",6,6,Full Stack,160000,1.00E+05,0,Male,7438,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,225000,"Irvine, CA",20,0,Full Stack,150000,50000,25000,Male,7229,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,191000,"New York, NY",1,0,Full Stack,128000,24000,39000,Female,10182,1,Asian,Master's Degree,1,0
Amazon,L4,Software Engineer,165000,"Boston, MA",2,1,Full Stack,135000,5000,25000,Male,8816,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,145000,"Seattle, WA",2,0,API Development (Back-End),112000,8000,25000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,223000,"Seattle, WA",6,3,API Development (Back-End),144000,79000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,232000,"Bellevue, WA",3,0,Full Stack,154000,47000,32000,Male,11470,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,240000,"Seattle, WA",4,4,Distributed Systems (Back-End),145000,95000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,SDE II,Software Engineer,219000,"Seattle, WA",3,0,API Development (Back-End),144000,75000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,238000,"Seattle, WA",4,4,Web Development (Front-End),145000,80000,13000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,293000,"Seattle, WA",6,0,ML / AI,160000,76000,58000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,282000,"Palo Alto, CA",14,0,Data,185000,54000,43000,Male,7351,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,166000,"Arlington, VA",0,0,API Development (Back-End),116000,22000,27000,Male,11342,0,Asian,Bachelor's Degree,1,1
Amazon,L6,Software Engineer,340000,"Seattle, WA",6,5,Distributed Systems (Back-End),160000,180000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,255000,"Sunnyvale, CA",8,5,Distributed Systems (Back-End),157000,98000,0,Male,7472,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,189000,"Seattle, WA",0,0,AWS,116000,43000,30000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,138000,"Seattle, WA",1,1,iOS,110000,18000,11000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,177000,"Seattle, WA",1,1,Full Stack,150000,18000,9000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,162000,"Seattle, WA",1,1,Web Development (Front-End),122000,30000,15000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L6,Software Engineer,502000,"Seattle, WA",10,8,API Development (Back-End),157000,345000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,262000,"Nashville, TN",4,2,Full Stack,160000,68000,34000,Male,10919,0,White,Bachelor's Degree,1,1
Amazon,SDEI,Software Engineer,150000,"Seattle, WA",0,0,Full Stack,116000,22000,13000,Female,11527,0,Asian,Bachelor's Degree,1,0
Amazon,SDE I,Software Engineer,150000,"Seattle, WA",1,0,New Grad,116000,22000,13000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L4,Software Engineer,180000,"Seattle, WA",4,1,Full Stack,140000,25000,15000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,250000,"Minneapolis, MN",4,4,Full Stack,160000,60000,31000,Male,9194,1,White,Master's Degree,1,1
Amazon,L5,Software Engineer,204000,"Seattle, WA",7,7,Full Stack,138000,66000,0,Male,11527,0,Hispanic,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,240000,"Seattle, WA",4,3,Distributed Systems (Back-End),160000,80000,0,Female,11527,1,Asian,Master's Degree,1,0
Amazon,SDE I,Software Engineer,161000,"Sunnyvale, CA",2,2,Full Stack,127000,18000,17000,Female,7472,0,Asian,Bachelor's Degree,1,0
Amazon,L7,Software Engineer,7.00E+05,"Seattle, WA",14,8,ML / AI,160000,540000,0,Male,11527,1,White,Master's Degree,1,1
Amazon,L5,Software Engineer,235000,"Seattle, WA",3,0,API Development (Back-End),152000,48000,33000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,205000,"Seattle, WA",5,2,Full Stack,154000,50000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,154000,"Seattle, WA",1,1,Networking,115000,20000,20000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,192000,"Seattle, WA",2,2,ML / AI,144000,48000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,205000,"Seattle, WA",8,2,Distributed Systems (Back-End),155000,50000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,232000,"Seattle, WA",2,0,Full Stack,155000,42000,35000,Male,11527,0,Hispanic,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,170000,"Seattle, WA",0,0,Distributed Systems (Back-End),135000,21000,12000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,180000,"Seattle, WA",1,1,iOS,144000,15000,20000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,190000,"Seattle, WA",2,2,Full Stack,144000,28000,14000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,152000,"Palo Alto, CA",1,1,Web Development (Front-End),128000,24000,0,Male,7351,1,Asian,Master's Degree,1,1
Amazon,SDE II,Software Engineer,247000,"Seattle, WA",10,3,Distributed Systems (Back-End),157000,90000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,SDE I,Software Engineer,150000,"Seattle, WA",0,0,Full Stack,116000,22000,13000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,205000,"Seattle, WA",5,3,API Development (Back-End),138000,67000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,194000,"Irvine, CA",10,2,Testing (SDET),135000,38000,20000,Male,7229,0,Hispanic,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,177000,"Sunnyvale, CA",1,0,Distributed Systems (Back-End),129000,10000,38000,Male,7472,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,186000,"Seattle, WA",7,5,Android,140000,46000,3000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,196000,"Seattle, WA",3,3,Android,144000,30000,18000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,210000,"Herndon, VA",2,0,Networking,150000,30000,27000,Male,11385,0,White,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,177000,"San Francisco, CA",0,0,New Grad,134000,25000,15000,Male,7419,0,Asian,Bachelor's Degree,1,1
Amazon,SDE II,Software Engineer,225000,"Seattle, WA",2,0,Full Stack,150000,48000,30000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,220000,"Seattle, WA",14,5,Distributed Systems (Back-End),153000,66000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,296000,"Palo Alto, CA",8,0,Distributed Systems (Back-End),170000,70000,56000,Male,7351,1,Asian,Master's Degree,1,1
Amazon,SDE I,Software Engineer,175000,"Seattle, WA",5,0,Full Stack,138000,21000,15000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,131000,"Herndon, VA",2,2,DevOps,106000,5000,20000,Male,11385,1,Hispanic,Master's Degree,1,1
Amazon,L4,Software Engineer,130000,"Seattle, WA",1,1,Full Stack,110000,18000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,153000,"Seattle, WA",1,0,Full Stack,116000,22000,15000,Male,11527,1,White,Master's Degree,1,1
Amazon,L5,Software Engineer,207000,"Seattle, WA",7,4,API Development (Back-End),148000,50000,9000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,284000,"San Francisco, CA",2,0,Distributed Systems (Back-End),180000,62000,42000,Male,7419,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,265000,"Sunnyvale, CA",3,0,API Development (Back-End),176000,50000,40000,Male,7472,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,130000,"Seattle, WA",5,5,Security,110000,22000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,188000,"Seattle, WA",0,0,Full Stack,135000,32000,21000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,133000,"Seattle, WA",3,2,Distributed Systems (Back-End),109000,3000,21000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,2.00E+05,"Seattle, WA",2,2,Distributed Systems (Back-End),145000,55000,0,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,2.00E+05,"Austin, TX",4,2,Distributed Systems (Back-End),125000,38000,38000,Male,10965,1,Asian,Master's Degree,1,1
Amazon,SDE I,Software Engineer,150000,"Boston, MA",0,0,Full Stack,116000,22000,13000,Female,8816,0,Asian,Bachelor's Degree,1,0
Amazon,L4,Software Engineer,159000,"Seattle, WA",1,1,Full Stack,112000,25000,22000,Male,11527,0,Two Or More,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,205000,"Seattle, WA",5,3,Distributed Systems (Back-End),142000,62000,1000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,227000,"Seattle, WA",4,3,Distributed Systems (Back-End),144000,83000,0,Female,11527,0,White,Bachelor's Degree,1,0
Amazon,L7,Software Engineer,530000,"Seattle, WA",14,10,ML / AI,160000,370000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,SDE II,Software Engineer,205000,"Seattle, WA",5,1,iOS,160000,5000,35000,Male,11527,1,White,Master's Degree,1,1
Amazon,L6,Software Engineer,460000,"Seattle, WA",11,10,Distributed Systems (Back-End),160000,3.00E+05,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,203000,"Seattle, WA",3,3,API Development (Back-End),144000,50000,9000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L4,Software Engineer,151000,"Minneapolis, MN",2,0,Networking,112000,28000,12000,Male,9194,0,White,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,148000,"Herndon, VA",0,0,Distributed Systems (Back-End),116000,5000,27000,Male,11385,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,219000,"Chicago, IL",4,2,Web Development (Front-End),144000,60000,15000,Male,8198,0,White,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,180000,"New York, NY",0,0,Web Development (Front-End),130000,24000,26000,Male,10182,1,White,Master's Degree,1,1
Amazon,L4,Software Engineer,192000,"New York, NY",2,0,API Development (Back-End),140000,29000,23000,Male,10182,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,230000,"San Francisco, CA",1,1,Full Stack,160000,70000,0,Female,7419,0,White,Bachelor's Degree,1,0
Amazon,L5,Software Engineer,340000,"Palo Alto, CA",5,5,Distributed Systems (Back-End),168000,173000,0,Male,7351,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,155000,"Seattle, WA",4,0,Android,116000,21000,15000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,317000,"Seattle, WA",8,2,Full Stack,152000,138000,28000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,150000,"Arlington, VA",0,0,Full Stack,116000,22000,13000,Female,11342,1,Asian,Master's Degree,1,0
Amazon,L4,Software Engineer,176000,"San Francisco, CA",0,0,API Development (Back-End),134000,25000,17000,Male,7419,0,White,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,153000,"Seattle, WA",0,0,Full Stack,116000,21000,15000,Female,11527,0,White,Bachelor's Degree,1,0
Amazon,L4,Software Engineer,173000,"Austin, TX",0,0,Full Stack,116000,20000,37000,Female,10965,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,244000,"Seattle, WA",5,5,API Development (Back-End),153000,91000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,320000,"Irvine, CA",4,0,API Development (Back-End),160000,110000,50000,Male,7229,1,Asian,Master's Degree,1,1
Amazon,SDE I,Software Engineer,150000,"Seattle, WA",0,0,Full Stack,116000,22000,13000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,169000,"Los Angeles, CA",2,0,Full Stack,130000,23000,16000,Male,7275,0,Hispanic,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,130000,"Boston, MA",0,0,Distributed Systems (Back-End),116000,4000,10000,Male,8816,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,191000,"Seattle, WA",6,3,Full Stack,144000,30000,17000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,197000,"Seattle, WA",2,2,API Development (Back-End),144000,40000,13000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L4,Software Engineer,2.00E+05,"Seattle, WA",2,0,ML / AI,150000,50000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,283000,"San Francisco, CA",7,0,Distributed Systems (Back-End),180000,64000,38000,Male,7419,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,168000,"Irvine, CA",4,0,API Development (Back-End),127000,25000,16000,Male,7229,1,Asian,Master's Degree,1,1
Amazon,SDE I,Software Engineer,150000,"Seattle, WA",0,0,Full Stack,116000,22000,13000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,194000,"Seattle, WA",5,2,Web Development (Front-End),145000,37000,13000,Female,11527,1,Asian,Master's Degree,1,0
Amazon,L5,Software Engineer,265000,"Austin, TX",14,0,Embedded,155000,66000,44000,Male,10965,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,178000,"New York, NY",12,2,Full Stack,138000,26000,19000,Female,10182,1,Asian,Master's Degree,1,0
Amazon,L4,Software Engineer,144000,"Seattle, WA",2,1,API Development (Back-End),103000,27000,14000,Female,11527,0,White,Bachelor's Degree,1,0
Amazon,L6,Software Engineer,295000,"Seattle, WA",9,9,Full Stack,160000,130000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,210000,"Sunnyvale, CA",10,8,Full Stack,160000,50000,0,Male,7472,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,250000,"Herndon, VA",12,1,Distributed Systems (Back-End),155000,95000,0,Male,11385,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,205000,"Seattle, WA",3,3,API Development (Back-End),144000,61000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,160000,"San Francisco, CA",1,1,Full Stack,136000,25000,0,Male,7419,0,Two Or More,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,241000,"Seattle, WA",4,4,Full Stack,145000,96000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,185000,"San Francisco, CA",1,1,Full Stack,140000,45000,0,Male,7419,1,Asian,Master's Degree,1,1
Amazon,L6,Software Engineer,320000,"Seattle, WA",6,6,ML / AI,160000,160000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,Senior SDE,Software Engineer,315000,"Seattle, WA",10,6,Distributed Systems (Back-End),160000,155000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,150000,"Seattle, WA",0,0,N/A,116000,22000,13000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,173000,"San Francisco, CA",0,0,API Development (Back-End),134000,25000,15000,Male,7419,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,210000,"New York, NY",1,0,Full Stack,162000,25000,23000,Male,10182,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,233000,"Seattle, WA",7,0,Web Development (Front-End),155000,38000,43000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,213000,"Seattle, WA",5,5,API Development (Back-End),143000,70000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,170000,"Seattle, WA",4,0,Web Development (Front-End),130000,22000,15000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,186000,"Los Angeles, CA",2,0,Full Stack,125000,40000,21000,Male,7275,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,235000,"Seattle, WA",4,1,Full Stack,160000,45000,30000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,167000,"Seattle, WA",2,2,Full Stack,103000,64000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,180000,"New York, NY",3,3,Full Stack,116000,39000,25000,Male,10182,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,150000,"Seattle, WA",4,2,Full Stack,125000,25000,0,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,163000,"Austin, TX",0,0,Distributed Systems (Back-End),116000,22000,25000,Male,10965,1,Asian,Master's Degree,1,1
Amazon,SDE I,Software Engineer,171000,"Los Angeles, CA",3,0,Full Stack,130000,21000,20000,Male,7275,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,277000,"Seattle, WA",10,6,Full Stack,153000,125000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,161000,"New York, NY",2,2,API Development (Back-End),128000,19000,14000,Male,10182,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,185000,"Seattle, WA",3,0,Distributed Systems (Back-End),135000,20000,30000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,161000,"Seattle, WA",0,0,ML / AI,116000,22000,23000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,259000,"Sunnyvale, CA",6,4,Distributed Systems (Back-End),157000,102000,0,Male,7472,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,325000,"Seattle, WA",7,4,Distributed Systems (Back-End),160000,147000,18000,Male,11527,1,Asian,Master's Degree,1,1
Amazon,L5,Software Engineer,218000,"Seattle, WA",15,4,API Development (Back-End),148000,71000,0,Male,11527,0,Two Or More,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,186000,"Seattle, WA",5,1,Full Stack,128000,40000,18000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,234000,"Seattle, WA",6,0,Distributed Systems (Back-End),152000,44000,38000,Male,11527,0,White,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,152000,"Seattle, WA",0,0,Full Stack,116000,21000,15000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,273000,"Palo Alto, CA",5,0,ML / AI,180000,60000,38000,Male,7351,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,195000,"Palo Alto, CA",2,2,Distributed Systems (Back-End),135000,35000,25000,Male,7351,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,160000,"Seattle, WA",1,0,Mobile (iOS + Android),129000,19000,13000,Male,11527,0,Black,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,188000,"Herndon, VA",13,1,Full Stack,155000,20000,13000,Male,11385,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,192000,"San Diego, CA",3,0,Full Stack,152000,40000,0,Male,7416,1,Black,Master's Degree,1,1
Amazon,SDE I,Software Engineer,138000,"Seattle, WA",0,0,Production,116000,22000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,201000,"Austin, TX",10,4,Distributed Systems (Back-End),134000,67000,0,Male,10965,0,Black,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,257000,"Seattle, WA",7,2,Full Stack,155000,72000,30000,Male,11527,0,Hispanic,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,246000,"Los Angeles, CA",7,0,Full Stack,152000,54000,41000,Male,7275,0,Asian,Bachelor's Degree,1,1
Amazon,L5,Software Engineer,2.00E+05,"Seattle, WA",4,4,API Development (Back-End),140000,60000,0,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,L4,Software Engineer,165000,"Seattle, WA",1,1,Full Stack,125000,10000,30000,Male,11527,0,Asian,Bachelor's Degree,1,1
Amazon,SDE I,Software Engineer,179000,"New York, NY",0,0,Full Stack,127000,24000,28000,Male,10182,1,Asian,Master's Degree,1,1
Amazon,L4,Software Engineer,171000,"Seattle, WA",1,1,API Development (Back-End),143000,17000,12000,Male,11527,1,Asian,Master's Degree,1,1
